line_id	speech_text	translation_status	voice_role	source_speaker	chapter	scene	order	display_text
ch2_081	早いな……	draft	成田基生	基生	chapter2	S02	481	好快……
ch2_085	……百合沢……	draft	成田基生	基生	chapter2	S02	485	……百合沢……
ch2_090	江ノ島……久しぶりだな。	draft	成田基生	基生	chapter2	S03	490	江之岛……很久没来了啊。
ch2_091	今日は晴れてよかったな。	draft	成田基生	基生	chapter2	S03	491	今天是个晴天，真不错呢。
ch2_098	行こう、愛理。	draft	成田基生	基生	chapter2	S03	498	走吧，爱理。
ch2_110	ああ……懐かしいな。	draft	成田基生	基生	chapter2	S04	507	啊啊……好怀念啊。
ch2_111	前に来たのは高校生の時……六月だったよな。	draft	成田基生	基生	chapter2	S04	508	之前是高中的时候……6 月份来的吧。
ch2_112	紫陽花が一面に咲いてた。	draft	成田基生	基生	chapter2	S04	509	紫阳花还大片大片地开着。
ch2_114	今はもう八月だからな——	draft	成田基生	基生	chapter2	S04	511	现在已经是八月份了呢—
ch2_115	あ、まだ少し咲いてる。	draft	成田基生	基生	chapter2	S04	512	啊、还有一些呢。
ch2_121	……来年、また一緒に来よう。	draft	成田基生	基生	chapter2	S04	516	……明年、再一起来吧。
ch2_122	来年の六月に。	draft	成田基生	基生	chapter2	S04	517	明年 6 月份的时候。
ch2_138	どうしたんだ、急にそんなこと言って……	draft	成田基生	基生	chapter2	S05	533	怎么了，忽然这么说……
ch2_142	僕も、ずっと愛理と一緒にいたい。	draft	成田基生	基生	chapter2	S05	537	我也想和爱理一直在一起。
ch2_146	ここで最後だ……そろそろ帰ろうか？	draft	成田基生	基生	chapter2	S06	541	这里是最后一站了……差不多该回去了吧？
ch2_151	……そうだ！	draft	成田基生	基生	chapter2	S06	546	……对了！
ch2_152	……ここ、すごくきれいな夕日が見えるんだ。	draft	成田基生	基生	chapter2	S06	547	……这里、可以看到很漂亮的夕阳呢。
ch2_153	昨日、調べたんだ。いちおう、デートだから……	draft	成田基生	基生	chapter2	S06	548	我昨天、调查过了。怎么说、也是约会……
ch2_154	だから……	draft	成田基生	基生	chapter2	S06	549	所以……
ch2_156	まだ少し時間があるし……一緒に夕日を見ないか？	draft	成田基生	基生	chapter2	S06	551	还有一些时间……要一起看夕阳吗？
ch2_161	……うん、じゃあここで少し待とう。	draft	成田基生	基生	chapter2	S06	556	……嗯、那么我们在这里等一会儿吧。
ch2_165	じゃあ、僕は——	draft	成田基生	基生	chapter2	S07	560	那么、我——
ch2_166	飲み物を買ってくるよ。愛理は何が飲みたい？	draft	成田基生	基生	chapter2	S07	561	去买点喝的吧。爱理你想喝什么呢？
ch2_buy	分かった。じゃあ少し待ってて。	draft	成田基生	基生	chapter2	S07	564	知道了。那么稍等我一下。
ch2_171	分かった。じゃあ少し待ってて。	draft	成田基生	基生	chapter2	S07	565	知道了。那么稍等我一下。
ch2_175	いいよ、いいよ。このあと階段も上るし、疲れるだろ。	draft	成田基生	基生	chapter2	S07	569	不用了不用了。因为还要爬楼梯，很累的。
ch2_178	うん。	draft	成田基生	基生	chapter2	S07	572	嗯。
ch2_180	……海に落ちたりしないよな？	draft	成田基生	基生	chapter2	S07	574	……不会掉进海里去的吧？
ch2_214	すみません、一つください。	draft	成田基生	基生	chapter2	S07	588	不好意思，请给我来一个。
ch2_221	……買いに行くのはやめる。	draft	成田基生	基生	chapter2	S07-E	593	……不去买了。
ch2_222	このまま、君と一緒に夕日を待つよ。	draft	成田基生	基生	chapter2	S07-E	594	就这样，陪你等夕阳吧。
ch2_225	うん。こんなに人が多いし、僕が離れてる間に変な人に声をかけられたら困るから。	draft	成田基生	基生	chapter2	S07-E	597	嗯。人这么多，万一我走开的时候，你被奇怪的人搭话了怎么办。
ch2_232	今でも覚えてるんだな。	draft	成田基生	基生	chapter2	S07-E	604	你还记到现在啊。
ch2_238	ずっと一緒だ。	draft	成田基生	基生	chapter2	S07-E	610	会一直的。
ch2_239	来年も、その次の年も……また一緒に来よう。	draft	成田基生	基生	chapter2	S07-E	611	明年、后年……我们都再来。
ch2_249	愛理……？	draft	成田基生	基生	chapter2	S08	622	爱理……？
ch3_025	僕……と……？	draft	成田基生	基生	chapter3	S01	649	我……和……？
ch3_040	あ……	draft	成田基生	基生	chapter3	S01	657	啊……
ch3_041	あ、ああ。	draft	成田基生	基生	chapter3	S01	658	啊，哦哦。
ch3_042	大丈夫……はは……	draft	成田基生	基生	chapter3	S01	659	没关系……哈哈……
ch3_057	あ。	draft	成田基生	基生	chapter3	S01	667	啊。
ch3_058	うん。	draft	成田基生	基生	chapter3	S01	668	嗯。
ch3_059	あ……うん。	draft	成田基生	基生	chapter3	S01	669	啊……嗯嗯。
ch3_079	架空の……愛理……って、どういう意味だ……	draft	成田基生	基生	chapter3	S01	682	虚……虚构的爱理……到底是什么意思……
ch3_082	……え？	draft	成田基生	基生	chapter3	S01	685	……诶？
ch3_089	浮かない顔って……どういうことだ？	draft	成田基生	基生	chapter3	S01	692	愁眉苦脸……究竟是怎么一回事？
ch3_129	愛理……	draft	成田基生	基生	chapter3	S01	733	爱理……
ch3_130	僕は……	draft	成田基生	基生	chapter3	S01	734	我……
ch3_135	！	draft	成田基生	基生	chapter3	S01	739	！
ch3_148	あ……	draft	成田基生	基生	chapter3	S01	752	啊……
ch3_159	もしもし、成田です。	draft	成田基生	基生	chapter3	S02	762	你好，我是成田。
ch3_161	いえ……大丈夫です。	draft	成田基生	基生	chapter3	S02	764	不……没关系的。
ch3_164	あ……いいですよ。行きます。	draft	成田基生	基生	chapter3	S02	767	啊……可以啊。我去。
ch3_166	何でもないです……	draft	成田基生	基生	chapter3	S02	769	没什么……
ch3_167	あの……いつ伺えばいいですか？	draft	成田基生	基生	chapter3	S02	770	那个……我该什么时候去呢？
ch3_174	……もういい、充電しなくて……そろそろ捨てないとな……	draft	成田基生	基生	chapter3	S02	776	……算了，不充了……差不多也该把它丢掉了……
ch3_177	！！	draft	成田基生	基生	chapter3	S02	779	!!
ch3_178	……だから……あれはただの幻だったんだ……	draft	成田基生	基生	chapter3	S02	780	……所以说……那个只是幻想而已……
ch3_180	そんなこと、早く忘れたほうがいい……	draft	成田基生	基生	chapter3	S02	782	那种事情还是快点忘了吧……
ch3_185	あ……僕は……やめておきます……	draft	成田基生	基生	chapter3	S03	786	啊……我……就算了吧……
ch3_187	……本当にすみません……僕、お酒は飲めなくて……	draft	成田基生	基生	chapter3	S03	788	……真的对不起……我喝不了酒……
ch3_190	あ……あの、僕の携帯が……	draft	成田基生	基生	chapter3	S03	791	啊……那个，我的手机……
ch3_192	ないわけじゃないですけど……	draft	成田基生	基生	chapter3	S03	793	也不是没有……
ch3_198	違いますよ。どうしてそう思うんですか……？	draft	成田基生	基生	chapter3	S03	798	才不是——了。为什么会这么想……？
ch3_200	まだ、決めてません……というか、携帯のことは全然分からなくて……どんな機種があるのかも知らないんです……	draft	成田基生	基生	chapter3	S03	800	没、还没决定……不如说我对手机根本一窍不通……有什么样的型号我也不知道……
ch3_204	あ……それは、ありがとうございます。	draft	成田基生	基生	chapter3	S03	804	啊……那真是感谢。
ch3_208	すみません、僕、さっき何か変なことを言いましたか……	draft	成田基生	基生	chapter3	S03	808	对不起，我刚才是不是说了什么奇怪的话……
ch3_218	うわっ！	draft	成田基生	基生	chapter3	S04	818	哇啊！
ch3_220	虫か……！？	draft	成田基生	基生	chapter3	S04	820	虫子吗……!?
ch3_221	今のは何だったんだ……！	draft	成田基生	基生	chapter3	S04	821	刚才是怎么回事……！
ch3_223	はあ……	draft	成田基生	基生	chapter3	S04	823	哈……
ch3_224	何なんだよ……	draft	成田基生	基生	chapter3	S04	824	什么东西啊……
ch3_225	気持ち悪い……	draft	成田基生	基生	chapter3	S04	825	真是不舒服……
ch3_231	あ……家にいても暇で、何もすることがなかったので……	draft	成田基生	基生	chapter3	S05	831	啊……因为我在家里闲着没什么事情……
ch3_model_after	この一台……これから、よろしく。	draft	成田基生	基生	chapter3	S05	837	这一台……以后也请多指教。
ch3_240	大きい……慣れないな……	draft	成田基生	基生	chapter3	S05	839	好大……好不习惯……
ch3_242	日日谷さん、いろいろとありがとうございます。本当に助かりました。	draft	成田基生	基生	chapter3	S05	841	日日谷小姐，谢谢你各方面都这么照顾我。帮了我的大忙了。
ch3_245	ん？	draft	成田基生	基生	chapter3	S05	844	嗯？
ch3_250	そうなんですか？	draft	成田基生	基生	chapter3	S05	849	这样吗？
ch3_252	おお……すごい……	draft	成田基生	基生	chapter3	S05	851	哦——……好厉害……
ch3_253	これで追加できたんですか？	draft	成田基生	基生	chapter3	S05	852	这样就加上了吗？
ch3_269	あ、すみません……何でもないです……	draft	成田基生	基生	chapter3	S05	863	啊，抱歉……没什么……
ch3_271	そうだ……本当に番号を残さなくていいんですか？	draft	成田基生	基生	chapter3	S05	865	对了……真的不用保留号码吗？
ch3_276	……いいんです。もう十年以上使いましたし……もともと捨てるつもりでした。	draft	成田基生	基生	chapter3	S05	870	……不用了。已经用了 10 多年了……我本来就准备扔掉的。
ch3_277	それに、引き継ぎたいものも……残しておきたいものも、何もありません。	draft	成田基生	基生	chapter3	S05	871	而且，我没有任何想要继承的……想要保留下来的东西。
ch3_279	はい……でも、もうどうでもいいんです。消えてしまえばいい。全部、消えてしまえば。	draft	成田基生	基生	chapter3	S05	873	是……不过已经无所谓了。任它消失吧。统统消失。
ch3_281	思い出だけ残って、何になる……過去にしがみついても仕方ない。何の役にも立たない。	draft	成田基生	基生	chapter3	S05	875	空有回忆又怎么样……抓着过去不放也无济于事。没有任何好处。
ch3_283	いらないって言ってるだろ！	draft	成田基生	基生	chapter3	S05	877	我说不用了！
ch3_285	あ……！ ご、ごめんなさい……	draft	成田基生	基生	chapter3	S05	879	啊……！对、对不起……
ch3_306	日日谷さん……	draft	成田基生	基生	chapter3	S05	899	日日谷小姐……
ch3_309	いえ、大丈夫です。日日谷さんの言うとおりです。ありがとうございます。	draft	成田基生	基生	chapter3	S05	902	不，没关系。日日谷小姐说得没错。谢谢你。
ch3_315	今日は、やっぱり行くのをやめます。	draft	成田基生	基生	chapter3	S05	908	我今天，还是不去了。
ch3_318	……携帯のデータを、先に新しいほうへ移したいんです。消えてしまう前に……大切なものですから。	draft	成田基生	基生	chapter3	S05	911	……手机里的数据，我想先迁到新手机来。趁着它们还没消失……毕竟是很珍贵的东西嘛。
ch3_320	今日は本当にありがとうございました。ろくなお礼もできなくて、すみません。今度、僕が何か——	draft	成田基生	基生	chapter3	S05	913	今天真的谢谢你了。不好意思，连点像样的谢礼都拿不出来。要不下次我请你——
ch3_324	え……電話？ ど、どうして……？	draft	成田基生	基生	chapter3	S05	917	诶……电话？为，为什么……？
ch3_326	はは……分かりました。	draft	成田基生	基生	chapter3	S05	919	哈哈……那好吧。
ch3_328	はい、起きてます。	draft	成田基生	基生	chapter3	S05	921	嗯，我会醒着的。
ch3_329	……じゃあ、失礼します。皆さんによろしく伝えてください。	draft	成田基生	基生	chapter3	S05	922	……那我走了，替我向大家问个好。
ch3_342	もうこんな時間か……	draft	成田基生	基生	chapter3	S06	929	已经这个点了……
ch3_343	日日谷さんから電話が来る前に、データをこっちへ移しておこう。	draft	成田基生	基生	chapter3	S06	930	在日日谷小姐打电话过来之前，先把数据转到这边来吧。
ch3_344	充電もしておかないと。	draft	成田基生	基生	chapter3	S06	931	电也充上好了。
ch3_347	ちょっとからかっただけかもしれない……	draft	成田基生	基生	chapter3	S06	933	说不定只是开了个小玩笑呢……
ch3_348	そもそも、どうして僕と電話したいんだ……	draft	成田基生	基生	chapter3	S06	934	说到底，为什么会想跟我打电话啊……
ch3_350	……ん？	draft	成田基生	基生	chapter3	S06	936	……嗯？
ch3_351	え？	draft	成田基生	基生	chapter3	S06	937	诶？
ch3_352	開かない……？ どうして？	draft	成田基生	基生	chapter3	S06	938	打不开……？为什么？
ch3_354	どうして急に……	draft	成田基生	基生	chapter3	S06	940	怎么突然就……
ch3_355	まさか、壊れたのか……！	draft	成田基生	基生	chapter3	S06	941	不会是，坏了吧……！
ch3_356	嘘……だろ……？	draft	成田基生	基生	chapter3	S06	942	不是……骗人的吧……？
ch3_357	消えた……のか……？	draft	成田基生	基生	chapter3	S06	943	消失……了吗……？
ch3_358	全部……	draft	成田基生	基生	chapter3	S06	944	全部……
ch3_360	そんな……そんなことって……	draft	成田基生	基生	chapter3	S06	945	怎么能有……这种事情……
ch3_362	愛理……	draft	成田基生	基生	chapter3	S06	947	爱理……
ch3_365	愛理！！	draft	成田基生	基生	chapter3	S06	950	爱理！！
ch3_366	あい……	draft	成田基生	基生	chapter3	S06	951	爱……
ch3_370	愛理が……泣いてる……	draft	成田基生	基生	chapter3	S06	952	爱理……她在哭泣……
ch3_371	僕を呼んでる……	draft	成田基生	基生	chapter3	S06	953	她在呼唤我……
ch3_372	僕は……	draft	成田基生	基生	chapter3	S06	954	我……
ch3_373	会いに行かないと……	draft	成田基生	基生	chapter3	S06	955	我得去见她……
ch3_376	日日谷さん……	draft	成田基生	基生	chapter3	S06	958	日日谷小姐……
ch3_395	はあ……はあ……はあ……はあ……	draft	成田基生	基生	chapter3	S07A	963	哈啊……哈啊……哈啊……哈啊……
ch3_397	はあ……はあ……	draft	成田基生	基生	chapter3	S07A	965	哈啊……哈啊……
ch3_404	愛理……	draft	成田基生	基生	chapter3	S07A	971	爱理……
ch3_407	愛理、聞いてくれ……	draft	成田基生	基生	chapter3	S07A	974	爱理，听我说……
ch3_408	どれだけ自分に言い聞かせても、君と一緒に暮らした日々を、ただの僕の妄想だったなんて思えない。	draft	成田基生	基生	chapter3	S07A	975	我无论怎样说服自己，都没有办法把你和我一起生活的日子，仅仅当成是我脑中的妄想。
ch3_409	ここで君と出会って、家で一緒に映画を見て、休みの日には水族館へ行って、江ノ島でデートもした……	draft	成田基生	基生	chapter3	S07A	976	我在这里与你相遇、一起在家和你看电影、假日和你一起去水族馆、还有一起去江之岛约会……
ch3_410	それが全部僕の妄想だったなんて、どうしても信じられない……	draft	成田基生	基生	chapter3	S07A	977	我怎么样也不相信，这些全都是我的妄想……
ch3_411	僕の心の中では、君の姿があまりにも確かだったから。	draft	成田基生	基生	chapter3	S07A	978	因为在我的心里，你的样子是那么的真实。
ch3_412	愛理、どうして君は十年前の姿で、僕の前に現れたんだ……	draft	成田基生	基生	chapter3	S07A	979	爱理，你为什么会以十年前的样子，出现在我的面前……
ch3_413	いったいなぜなのか……どうやってそんなことができたのか……まだ分からないことは、たくさんあるけど……	draft	成田基生	基生	chapter3	S07A	980	这到底是为什么……又是怎么做到的……虽然还有很多这类令我疑虑的问题……
ch3_414	……それでも……	draft	成田基生	基生	chapter3	S07A	981	……但即便如此……
ch3_415	もう一度、君に会いたいんだ。	draft	成田基生	基生	chapter3	S07A	982	我还想再见你一面啊。
ch3_416	あの日、あの暗い部屋から僕を連れ出してくれた……	draft	成田基生	基生	chapter3	S07A	983	那一天，把我从那间阴暗的房间中带出来的……
ch3_417	愛理、君に。	draft	成田基生	基生	chapter3	S07A	984	爱理，你。
ch3_418	……	draft	成田基生	基生	chapter3	S07A	985	……
ch3_419	……	draft	成田基生	基生	chapter3	S07A	986	……
ch3_420	……	draft	成田基生	基生	chapter3	S07A	987	……
ch3_423	そうだ……そんなはず、ない……	draft	成田基生	基生	chapter3	S07A	990	是啊……怎么可能……
ch3_426	あい……！！	draft	成田基生	基生	chapter3	S07A	993	爱……！！
ch3_444	愛理……	draft	成田基生	基生	chapter3	S07A	1006	爱理……
ch3_446	！？	draft	成田基生	基生	chapter3	S07A	1008	！？
ch3_448	——なっ！！	draft	成田基生	基生	chapter3	S07A	1010	—什！！
ch3_468	んー？ んー。	draft	成田基生	基生	chapter3	S07B	1029	嗯——？嗯——。
her_0032	愛理、どれが食べたい？	draft	成田基生	基生	heroine	01-01	1073	爱理 想吃哪个？
her_0034	相変わらず優柔不断だな。	draft	成田基生	基生	heroine	01-01	1075	你还是那么选择障碍啊。
her_0035	これはどう？ 愛理が好きそうだ。	draft	成田基生	基生	heroine	01-01	1076	这个怎么样？感觉你会喜欢。
her_0037	愛理、どれが食べたい？	draft	成田基生	基生	heroine	01-02	1079	爱理 想吃哪个？
her_0039	相変わらず優柔不断だな。	draft	成田基生	基生	heroine	01-02	1081	你还是那么选择障碍啊。
her_0040	これはどう？ 愛理が好きそうだ。	draft	成田基生	基生	heroine	01-02	1082	这个怎么样？感觉你会喜欢。
her_0047	でも、愛理は出かけるのが好きだっただろ……？	draft	成田基生	基生	heroine	01-03	1090	但是，爱理，你是喜欢出门的吧...?
her_0051	服……服を買いに行こう！！	draft	成田基生	基生	heroine	01-03	1094	衣服...去买衣服吧！！
her_0053	一人で行って、本当に大丈夫か？	draft	成田基生	基生	heroine	01-04	1097	一个人去，真的没问题？
her_0055	分かった……じゃあ何かあったら、すぐ電話して。	draft	成田基生	基生	heroine	01-04	1099	好吧...那么要是有什么事情，马上给我打电话。
her_0057	うん、行ってらっしゃい。	draft	成田基生	基生	heroine	01-04	1101	嗯，一路走好。
her_0115	愛理、おかえり。	draft	成田基生	基生	heroine	03-01	1159	爱理，欢迎回来。
her_0118	僕も、愛理のことが、だ、大好……	draft	成田基生	基生	heroine	03-02	1163	我也，对爱理，最，最喜...
her_0122	……ごめん、失礼する！	draft	成田基生	基生	heroine	03-03	1168	...对不起，我失陪了！
her_0125	送るわけないだろ……	draft	成田基生	基生	heroine	03-03	1171	才不给你发啦...
her_0152	何だよ……それ……	draft	成田基生	基生	heroine	04-01	1200	什么啊...这算...
her_0153	言葉にして、言葉にしてって……全部言わなきゃいけないのか？ 何も言わなかったら、愛理には本当に何も分からないのか！？	draft	成田基生	基生	heroine	04-01	1201	说出来，说出来...就非得全都说出来吗？什么都不说的话，爱理就真的不明白吗！？
her_0154	どうして愛理は、そんなに言葉にすることにこだわるんだ！？ 僕の気持ちが、君を置いて一人にすることだって……何だよ、それ。	draft	成田基生	基生	heroine	04-01	1202	为什么爱理你这么拘泥于说出来呢！？我的‘想’就是丢下你独自一个人待着...这算什么啊？
her_0155	ずっと、ずっと……ずっと一人だったのは、僕のほうじゃないか……？	draft	成田基生	基生	heroine	04-01	1203	一直一直...一直独自一人的不是我吗...？
her_0156	突然僕の前から消えて、また突然現れて、『大好き』『大好き』って……僕には、愛理の言う『大好き』が何なのか分からないんだ……	draft	成田基生	基生	heroine	04-01	1204	忽然从我面前消失，又忽然出现，还说着‘最喜欢你了’，‘最喜欢你了’，我才搞不懂爱理所说的‘最喜欢了’到底算什么啊...
her_0157	愛理の『大好き』って、何なんだよ！？	draft	成田基生	基生	heroine	04-01	1205	爱理说的‘最喜欢你了’算什么啊！？
her_0162	……愛理？	draft	成田基生	基生	heroine	04-02	1211	...爱理？
her_0164	愛理？	draft	成田基生	基生	heroine	04-02	1213	爱理？
her_0165	大丈夫か……？	draft	成田基生	基生	heroine	04-02	1214	没事吧...？
her_0172	だい……	draft	成田基生	基生	heroine	04-03	1221	最...
her_0178	あ、愛理。	draft	成田基生	基生	heroine	04-04	1227	啊，爱理
her_0179	よかった……目が覚めたんだな……	draft	成田基生	基生	heroine	04-04	1228	太好了……你醒了啊……
her_0180	大丈夫か？ もう身体は平気なのか？	draft	成田基生	基生	heroine	04-04	1229	没事儿吧？身体没问题了吗？
her_0182	貧血か……	draft	成田基生	基生	heroine	04-04	1231	贫血吗……
her_0183	無理しないで、まだ横になってたほうがいいんじゃないか……	draft	成田基生	基生	heroine	04-04	1232	你别勉强，还是躺着比较好吧……
her_0191	愛理、	draft	成田基生	基生	heroine	04-05	1238	爱理，
her_0193	ごめん……	draft	成田基生	基生	heroine	04-06	1241	对不起……
her_0194	あの時、愛理を一人にするべきじゃなかった……	draft	成田基生	基生	heroine	04-06	1242	那时候，我不该让爱理一个人待着……
her_0195	君がすごく不安だったって分かってたのに、僕は……	draft	成田基生	基生	heroine	04-06	1243	明明知道你心里十分不安，我却……
her_0196	自分のことばかり、一方的に話してた。	draft	成田基生	基生	heroine	04-06	1244	一个劲儿地只顾说自己的事情。
her_0197	本当にごめん……	draft	成田基生	基生	heroine	04-06	1245	真的非常对不起……
her_0200	え、あの……ごめん！ 僕……！	draft	成田基生	基生	heroine	04-06	1248	诶，那个……对不起！我……！
her_0201	まさか、あの時どこか怪我したのか……！？	draft	成田基生	基生	heroine	04-06	1249	难道是那时候，身上有哪里受伤了吗……！？
her_0204	ね、熱があるのか……！？	draft	成田基生	基生	heroine	04-06	1252	发、发烧了……！？
her_0211	愛理、僕は……	draft	成田基生	基生	heroine	04-07	1257	爱理，我啊……
her_0212	もう二度と、君を一人にしない。	draft	成田基生	基生	heroine	04-07	1258	再也不会让你一个人待着了。
her_0213	誓うよ。僕にとって、愛理は本当に大切だから。	draft	成田基生	基生	heroine	04-07	1259	我发誓，因为在我眼里，爱理你真的非常重要。
her_0215	だから……僕が言葉にしないことで愛理が不安になるなら、今、ちゃんと伝えるよ。	draft	成田基生	基生	heroine	04-07	1260	所以……爱理你要是对我没有言语上的表示而感到不安的话，那么，我现在就传达给你。
her_0218	僕も……愛理のことが……	draft	成田基生	基生	heroine	04-07	1262	我也……对爱理你……
her_0220	大好……	draft	成田基生	基生	heroine	04-07	1263	最喜……
her_0225	え？ あ……愛理？	draft	成田基生	基生	heroine	04-08	1268	诶？爱……爱理？
her_0241	江ノ島……久しぶりだな。	draft	成田基生	基生	heroine	05-01	1279	江之岛……很久没来了啊。
her_0242	今日は晴れてよかったな。	draft	成田基生	基生	heroine	05-01	1280	今天是个晴天，真不错呢。
her_0244	行こう、愛理。	draft	成田基生	基生	heroine	05-01	1282	走吧，爱理。
her_0248	ああ……懐かしいな。	draft	成田基生	基生	heroine	05-02	1287	啊啊……好怀念啊。
her_0249	前に来たのは高校生の時……六月だったよな。	draft	成田基生	基生	heroine	05-02	1288	之前是高中的时候……6月份来的吧。
her_0250	紫陽花が一面に咲いてた。	draft	成田基生	基生	heroine	05-02	1289	紫阳花还大片大片的开着。
her_0252	今はもう八月だからな——	draft	成田基生	基生	heroine	05-02	1291	现在已经是八月份了呢—
her_0253	あ、まだ少し咲いてる。	draft	成田基生	基生	heroine	05-02	1292	啊、还有一些呢。
her_0257	……来年、また一緒に来よう。	draft	成田基生	基生	heroine	05-02	1295	……明年、再一起来吧。
her_0258	来年の六月に。	draft	成田基生	基生	heroine	05-02	1296	明年6月份的时候。
her_0274	どうしたんだ、急にそんなこと言って……	draft	成田基生	基生	heroine	05-03	1307	怎么了，忽然这么说……
her_0275	うん、	draft	成田基生	基生	heroine	05-03	1308	嗯、
her_0276	僕も、ずっと愛理と一緒にいたい。	draft	成田基生	基生	heroine	05-03	1309	我也想和爱理一直在一起。
her_0279	ここで最後だ……そろそろ帰ろうか？	draft	成田基生	基生	heroine	05-04	1311	这里是最后一站了……差不多该回去了吧？
her_0282	……そうだ！	draft	成田基生	基生	heroine	05-04	1314	……对了！
her_0283	……ここ、すごくきれいな夕日が見えるんだ。	draft	成田基生	基生	heroine	05-04	1315	……这里、可以看到很漂亮的夕阳呢。
her_0284	昨日、調べたんだ。いちおう、デートだから……	draft	成田基生	基生	heroine	05-04	1316	我昨天、调查过了。怎么说、也是约会……
her_0285	だから……	draft	成田基生	基生	heroine	05-04	1317	所以……
her_0286	まだ少し時間があるし……一緒に夕日を見ないか？	draft	成田基生	基生	heroine	05-04	1318	还有一些时间……要一起看夕阳吗？
her_0289	……うん、じゃあここで少し待とう。	draft	成田基生	基生	heroine	05-04	1321	……嗯、那么我们在这里等一会儿吧。
her_0291	じゃあ、僕は——	draft	成田基生	基生	heroine	05-04	1323	那么、我
her_0292	飲み物を買ってくるよ。愛理は何が飲みたい？	draft	成田基生	基生	heroine	05-04	1324	去买点喝的吧。爱理你想喝什么呢？
her_0294	分かった。じゃあ少し待ってて。	draft	成田基生	基生	heroine	05-04	1326	知道了。那么稍等我一下。
her_0296	いいよ、いいよ。このあと階段も上るし、疲れるだろ。	draft	成田基生	基生	heroine	05-04	1328	不用了不用了。因为还要爬楼梯，很累的。
her_0298	うん。	draft	成田基生	基生	heroine	05-04	1330	嗯。
her_0299	……海に落ちたりしないよな？	draft	成田基生	基生	heroine	05-04	1331	……不会掉进海里去的吧？
her_0327	愛理……？	draft	成田基生	基生	heroine	05-06	1344	爱理...？
her_0361	僕……と……？	draft	成田基生	基生	heroine	05-08	1365	我...和...？
her_0384	もしもし、成田です。	draft	成田基生	基生	heroine	06-01	1382	你好，我是成田。
her_0386	いえ……大丈夫です。	draft	成田基生	基生	heroine	06-01	1384	不...没关系的。
her_0389	あ……いいですよ。行きます。	draft	成田基生	基生	heroine	06-01	1387	啊……可以啊。我去。
her_0391	何でもないです……	draft	成田基生	基生	heroine	06-01	1389	没什么……
her_0392	あの……いつ伺えばいいですか？	draft	成田基生	基生	heroine	06-01	1390	那个……我该什么时候去呢？
her_0396	……もういい、充電しなくて……そろそろ捨てないとな……	draft	成田基生	基生	heroine	06-01	1393	……算了，不充了……差不多也该把它丢掉了……
her_0399	！！	draft	成田基生	基生	heroine	06-01	1396	!!
her_0400	……だから……あれはただの幻だったんだ……	draft	成田基生	基生	heroine	06-01	1397	...所以说……那个只是幻想而已……
her_0401	そんなこと、早く忘れたほうがいい……	draft	成田基生	基生	heroine	06-01	1398	那种事情还是快点忘了吧……
her_0424	うわっ！	draft	成田基生	基生	heroine	06-03	1421	哇啊！
her_0427	今のは何だったんだ……！	draft	成田基生	基生	heroine	06-03	1424	刚才是怎么回事……！
her_0428	虫か……！？	draft	成田基生	基生	heroine	06-03	1425	虫子吗……!?
her_0430	はあ……	draft	成田基生	基生	heroine	06-03	1427	哈……
her_0431	何なんだよ……	draft	成田基生	基生	heroine	06-03	1428	什么东西啊……
her_0432	気持ち悪い……	draft	成田基生	基生	heroine	06-03	1429	真是不舒服……
fin_026	……！	draft	成田基生	基生	final	S01	1473	……！
fin_037	ILY……	draft	成田基生	基生	final	S01	1484	ILY……
fin_038	僕は……	draft	成田基生	基生	final	S01	1485	我啊……
fin_039	確かに僕は、ずっと、ずっと愛理のことを思っていた。	draft	成田基生	基生	final	S01	1486	我的确是一直、一直在想着爱理的事情。
fin_040	この十年間、いつだって愛理のことだけを思い続けていた……自分では、そう思っていた。	draft	成田基生	基生	final	S01	1487	这十年间，我无时无刻都只牵挂着爱理……我自以为是这样。
fin_041	でも僕が思っていたのは、携帯の中にいて、僕の記憶の中にいて、何もかも僕の望みどおりにしてくれる愛理だけだった。	draft	成田基生	基生	final	S01	1488	但是，我所牵挂的，不过是那个存在于我手机中、存在于我记忆里、对我极尽顺遂之能事的爱理而已。
fin_042	あの頃の愛理が感じていた悲しみも、寂しさも、僕は何一つ知らなかった。	draft	成田基生	基生	final	S01	1489	而我对那个时候的爱理，所感受到的悲伤，和寂寞，一无所知。
fin_043	もし僕が本当に愛理のことを思えていたなら、愛理は僕の前から消えたりしなかった……	draft	成田基生	基生	final	S01	1490	要是我真的对爱理那么想念的话，爱理也就不会从我的面前消失不见了……
fin_044	そうだ。だから……	draft	成田基生	基生	final	S01	1491	没错，所以……
fin_045	ILY……	draft	成田基生	基生	final	S01	1492	ILY……
fin_046	もしILYが、僕の過ごしてきた時間の中に、愛理へ注いだ感情の中に、温もりを感じてくれたのなら……	draft	成田基生	基生	final	S01	1493	如果 ILY 你，在我度过的时光中，从我倾注于爱理的感情里，感受到了温暖，那么……
fin_047	僕のその気持ちはきっと、僕を見つけて、そばにいてくれた『ILY』に注がれていたんだ。	draft	成田基生	基生	final	S01	1494	"我的那份感情，一定是倾注在了，找到了我、陪伴着我的""ILY""身上。"
fin_051	うん……そうだよ。	draft	成田基生	基生	final	S01	1496	嗯……是的哦。
fin_062	ILY！？	draft	成田基生	基生	final	S02	1507	ILY！？
fin_086	ILY……君の身体が……！！	draft	成田基生	基生	final	S02	1531	ILY……你的身体……！！
